UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
43128,88080,India,12-4-2020,PwC webcast- Consumer products supply chain: Navigating COVID-19 challenges and opportunities https://t.co/CZO3IDfMF7,3
43129,88081,"Miami, FL",12-4-2020,"Help do your part to stop the spread of #Coronavirus

https://t.co/KTqpug5bAV",3
43130,88082,Canada ????? Edmonton,12-4-2020,"@irSkullBeard @aseip1 Are social determinants of health dangerous to pair with political allegiance, consumer behaviour and belief system data? 



Why yes it is. It means specific groups of people could be targeted. 



Are there specific population ",1
43131,88083,"Oklahoma, USA",12-4-2020,"If you have to stand in line to buy groceries then wear a mask and carry hand sanitizer in your pocket and use it liberally.



Read more ? https://t.co/o3cf4fQOhl



#Virus #Pandemic #HandSanitizer #Coronavirus #Prepping #Preparedness #Foodstorage https://t.co/axNIWvAbgU",3
43132,88084,"Sydney, New South Wales",12-4-2020,"[ ? Trends and Insights from our expert  ?] Just live today, here are the latest insights into the changing consumer habits in Europe during this unprecedented time.  #Marketing #Trends #MicrosoftAds #Search https://t.co/IBj4dSHknl",2
43133,88085,,12-4-2020,I'm afraid of foods getting cold during delivery? https://t.co/R1wtoW8OSQ,2
43134,88086,"Brisbane, Queensland",12-4-2020,Petrol prices atm at my local servo. Havent seen it this low in yeeeaaarrrss ? #coronavirus #covid19australia https://t.co/pFHBFCpZan,1
43135,88087,"New York, NY",12-4-2020,"The reason why this Covid-19 stuff is so crazy for business owners big and small is because its very hard to shift consumer habits and trends on a global scale.



Covid did this. Its something you cant plan for.",1
43136,88088,"Cincinnati, OH",12-4-2020,Favorite artist to work with   if we don t have relations the prices just went up thegr8 JU HEARDDDDDD   and ima need a sanitizing fee  ,3
43137,88089,"Kingston, Ontario",12-4-2020,The Easter Bunny and the Tooth Fairy maintained social distancing in the house tonight. The tooth fairy paid Pandemic prices tonight as Mama only had a 10 and 20s and no where takes cash to get change.  #ParentingInAPandemic -#EasterBunny #toothfairy -#SocialDistancing #COVID19,1
43138,88090,Bhubaneswar,12-4-2020,Engineer From Has Made A Sanitizer Machine In L via,2
43139,88091,South Africa,12-4-2020,A healthy immune system will fight off #coronavirus just like it does with flu. Retail store workers are surviving without masks and gloves. @DrZweliMkhize tells it like it is. #lockdown #coronavirusInSouthAfrica #Covid19SA #COVID__19 https://t.co/FbtM2qALHa,4
43140,88092,,12-4-2020,Families fear care homes may collapse under #coronavirus pressure https://t.co/GrskpXSbjy  #CAREHOMES  bottom of the pile !,0
43141,88093,London,12-4-2020,Families fear care homes may collapse under pressure,0
43142,88094,"Cape Town, South Africa",12-4-2020,"@karynmaughan @PresidencyZA . Please tell them to go to hell. Hotels , restaurants, pubs, fast food outlests and many other businesses are all closed. We can't allow the spread of covid-19 and face a catastrophe. So disrespectful to demand such nonsense a",0
43143,88095,,12-4-2020,"Mid-tier miner Petra Diamonds sees 27% drop in prices, withdraws best stones from most recent sale as buyers being ""opportunistic"" in a depressed market. @Petra_Diamonds temporarily closes mine in Tanzania, reduces operations in S.A. due to #Covid_19 https://t.co/0BFEsLmltQ https://t.co/NQOUJjKkd3",1
43144,88096,"Manchester, England",12-4-2020,"#HomeDepot in the #USA doing nicely on the back of #coronavirus as people queue to get their #toiletpaper. Firmly in buy on our system. See chart. Key above the cloud ""In Buy"" below ""In Sell"" #DJIA #DowJones #SP500 #trading #investing #stocks #trading212 #COVID19 #COVID2019 https://t.co/pmpTJ6BiYm",3
43145,88097,"NY, NY",12-4-2020,Leilani Jordan kept working at the grocery store because she wanted to help people. She died due to coronavirus. Her last paycheck was $20.64. #LeilaniJordan  https://t.co/yW2H8BnuTR,1
43146,88098,Paris + London,12-4-2020,Can #COVID-19 speed up Central Banks decision on #CBDC?  @jc_econ : Boosting consumer demand directly is likely to be more effective and have better distributional implications than the current approach of boosting asset prices https://t.co/gIAoH9OxFq,4
43147,88099,United Kingdom,12-4-2020,"The comments on this article seem to focus only on allegations of scaremongering / inciting panic buying, completely missing the point that a huge proportion of the haulage industry- almost 50%- has been utterly decimated by covid-19

 https://t.co/1K3U1saL63",1
43148,88100,,12-4-2020,"@CNN In addition to the shortage of medical and health equipment in the United States, food is hard to come by, and people have to wait in line for hours to shop. #CoronavirusUSA #COVID2019 #Corona",3
43149,88101,London,12-4-2020,"Experts are warning that #Algeria could face economic and social collapse as a result of low #oil prices brought on by the #coronavirus crisis

https://t.co/Sax2mbHSzC",0
43150,88102,London,12-4-2020,"Experts are warning that #Algeria could face economic and social collapse as a result of a fall in #oil prices caused by the #coronavirus crisis

https://t.co/OoTGlX7XKG",0
43151,88103,"Fort Worth, TX",12-4-2020,"Since grocery stores are implementing #SocialDistancing with 1 way lanes &amp; special hrs for at risk populations, I propose special hours for those of us who know where stuff is in the store - this way I dont have to spend hours waiting 6 ft behind someone looking for molasses https://t.co/ee9xyZGrxP",3
43152,88104,online,12-4-2020,"Lockdown makes alcoholic man drink hand sanitiser, dies  #TamilNadu #Coimbatore #India #Sanitizer #Coronavirus #CoronavirusPandemic #CoronavirusOutbreak #COVID #COVID19 #COVID2019 #COVID?19 #Covid_19 https://t.co/jEJDJ7HnVu",3
43153,88105,"Barcelona, Spain",12-4-2020,"#Coronavirus: #Singapore #property prices set to tumble, fire sales unlikely https://t.co/K3Rkuz4jZm via @scmpnews",1
43154,88106,London,12-4-2020,When the shelves were stripped bare as we prepared for many of us turned to our local shops to find those loo rolls Has the experience reignited our appreciation for the corner shop,4
43155,88107,"Washington, DC",12-4-2020,"""It feels like a war zone"": As more of them die, grocery workers increasingly fear showing up at work https://t.co/FZf7zhCxYM",0
43156,88108,Chesapeake,12-4-2020,This episode aired 4/25/13. Who would have ever guessed that Angela Martin was a prepper? theofficenbc @angelakinsey #toiletpaper #coronavirus #quarantine #life #hoarding #tp #prepper #angelamartin https://t.co/H3G4KuI2sC,2
43157,88109,"New York, USA",12-4-2020,"FDA updated guidelines for supermarkets, incl this NEW idea:



""asking employers to discontinue salad bars, buffets, and beverage service stations that require customers to use common utensils or dispensers. 



Genius. 



https://t.co/2frJpZ16Hl



https://t.co/Gh7e3G7NoS",2
43158,88110,"Beijing, People's Republic of ",12-4-2020,"""But a return to normalcy in China and around the world is not imminent. When it comes to Chinese consumer habits, normalcy pre-and-post coronavirus will be different.""



Online retail in China trends under Covid-19: by the numbers · TechNode https://t.co/UZTCnH7P0U",2
43159,88111,"Seattle, WA",12-4-2020,"@AngelFosuah @HaveHaf @davidpaulk @castillorocas 1/ My understanding of the matter is that some African people (not all) were found out not to abide by the quarantine rule (14 days) after arriving at China, and visited restaurants, clubs, supermarket etc.",2
43160,88112,"Brisbane, Queensland",12-4-2020,Is Russian Economy Heading for  Perfect Storm   Last week became a real disaster for the Russian economy It involved a steep surge of COVID 19 in Russia the collapse of oil prices and the slide of market indices around the world,1
43161,88113,,12-4-2020,Google Uses Smartphone Data to Gauge Pandemics Impact on Mobility https://t.co/CH0LZSlH2x #TollRoadsNews #TRN #Transportation #Infrastructure #Google #COVID19 #Coronavirus #TollRoads,2
43162,88114,"Lagos, Nigeria",12-4-2020,"@followlasg is fighting #COVID19Lagos while Lagosians are fighting both #CoronaVirus and #RobbersVirus.



Robbery EVERYWHERE! Citizens turning to #Vigilatees.



#NoFood #NoMoney #NoPeaceOfMind

Cc: @jidesanwoolu

@PoliceNG @rrslagos767 @Nigeriainf",0
43163,88115,Ahmedabad,12-4-2020,"Stop spreading chinese virus 

#corona #coronavirus #covi?d19 #stopthespread #usemask #washyourhands #sanitizer #chinesevirus #tripexperts #alexhospitality @ Ahmedabad, India https://t.co/eFdS4SxQ98",1
43164,88116,,12-4-2020,"#USSenators whine ""that's not how friends treat friends"" about #SaudiArabia price war on oil prices



All while #USA threatening to hijack shipment of N95 masks to other countries during #CoronaVirus",0
43165,88117,San Diego,12-4-2020,"taradome22 and I got our #easterbasket ? #eastersunday #cloroxwipes #toiletpaper #bleach #handsanitizer #staysafe #coronavirus #socialdistancing @ San Diego, California https://t.co/JzqogmIACo",2
43166,88118,United States,12-4-2020,"This is a chaotic time for many of us. How best to deal with rent or mortgage payments, student loans, or other outstanding debts? To help you, were hosting a Facebook Live discussion Wednesday with @RichCordray, the first director of the @CFPB. https://t.co/Fge6HJFFOT",4
43167,88119,"Chicago, IL",12-4-2020,"So while in the midst of the #coronavirus crisis, these mtherfkers are pursuing efforts to increase oil/gas prices.



In the matter of three weeks, the US slashed 16M jobs, this will compound their misery. 



This policy helps oil executives, not workers.



https://t.co/eWwtOOc1HA",0
43168,88120,"Brussel, België",12-4-2020,".@marcbain_ also sees minimalism getting the upper hand. His article also expands on the business models that will thrive post-corona: the digitally native, direct-to-consumer (DTC) companies and fashion-resale sites"". https://t.co/906fW3QPVI",3
43169,88121,"Bruselas, Bélgica",12-4-2020,and negative side effects of the pandemic is being destroyed because there are no workers to pick up nor enough storage space to store Meanwhile food banks see increase in demand and many stores have empty shelves,0
43170,88122,Somewhere,12-4-2020,"In this time of crisis, a Note of thank you to all medical professionals, health care workers, scientific researchers to the local grocery store workers. Thanks from the bottom of my heart..you are the real heroes of humanity! #coronavirus #COVID2019 #Corona #Covid_19",4
43171,88123,Toronto,12-4-2020,Ive stopped listening/watching the news. I guess Ill know when to emerge when there is a vaccine at the grocery store. #COVID19 #COVID2019 #Covid_19 #covid19Canada #COVIDCanada,1
43172,88124,United States,12-4-2020,"8 Rolls Silky &amp; Smooth Soft Paper Towel, Hollow-out Replacement Professional Series Premium 3-Ply Toilet Paper, for Daily Use: https://t.co/uEdEEcKiRf



#toiletpaper #toiletpapers #toiletpaperchallenge #toiletpapercrisis #toiletpapercheap #coronavirus #coronavirustips #help",2
43173,88125,United States,12-4-2020,"Coronavirus T-Shirt (Golden Toilet Paper and Sanitizer): https://t.co/IdScHN6VOo



#shoppingonline,#shoppingdeals,#coronavirus,#coronavirüs,#coronavirusa,#coronavirustip",2
43174,88126,United States,12-4-2020,"Double Toilet Paper Holder with Shelf - Wall Mounted-Brushed Nickel Self Adhesive Toilet Paper Holder with Phone Storage Rack: https://t.co/ywjlella43



#toiletpaper #toiletpapers #toiletpaperchallenge #toiletpapercrisis #toiletpapercheap #coronavirus #coronavirustips #help",2
43175,88127,,12-4-2020,"""#OPEC+ reaches historic deal to cut global oil production amid falling prices""

#coronavirus

#COVID2019

#CrudeOil

#lockdown https://t.co/LCSMFY8Tn8",1
43176,88128,"Colombo, Sri Lanka",12-4-2020,Top #oil-producing countries agreed today to cut output n order to boost plummeting oil prices due to #coronavirus crisis and a price war. https://t.co/rqpW3AQN5Y,0
43177,88129,"London, England",12-4-2020,"COVID-19 FLOATS in the air for 4 HOURS.

Nahhh im online shopping for this https://t.co/KJwOS8s3Tx",2
43178,88130,"Manchester, England",12-4-2020,#StayHomeSaveLives or be a selfish simpleton and go for a pointless journey to a supermarket on Easter Sunday because they're closed.,1
43179,88131,Utraula.Lucknow.(INDIA),12-4-2020,"@RubikaLiyaquat Riyadh municipality says it has distributed 560,230 units of free sanitizer in the region so far, as part of precautionary measures to contain the spread of the deadly #coronavirus.",3
43180,88132,"Nairobi, Kenya",12-4-2020,"Get these services at The Best Prices there is. 

#EasterSunday #Covid_19 #StayHome https://t.co/m1GSGeVe4B",4
43181,88133,"Memphis, TN",12-4-2020,Dr. Kira Radinsky has switched her data mining algorithms focus from consumer behavior with eBay to tracking Covid-19.  #DataScience #WomenInSTEM https://t.co/Ti9sdZnhqP,2
43182,88134,"St. Petersburg, FL",12-4-2020,"#SAFERATHOME

#STAYHOME

#COVID-19/CORONAVIRUS 

#STOPTHESPREAD



Representative Newt Newton 

(Candidate Pinellas County Commission District 7.)



https://t.co/SjNs1g86zM https://t.co/Mip8TjIK42",2
43183,88135,,12-4-2020,"""We have also provided food and ration for 100 plus underprivileged families back home. It is not much when the demand is for much more, but we are happy to help,"" Abhimanyu added. #COVID__19",4
43184,88136,10822 50 Street SE Calgary,12-4-2020,"Whole Cellars follows COVID-19 shopping best practices. Shop online for the finest selection of wines, beers, and liquors. You can have us deliver right to your door or curbside at our store.  Whole Cellars, taste the difference!   



#calgary #yyc https://t.co/EyUgrJfXpz",4
43185,88137,,12-4-2020,"The defining moment of the COVID-19 Zombie apocalypse was witnessing retarded fuckwits, stripping the supermarket shelves bare of perishables &amp; then the bin men's photos of them thrown away. We really do live amongst idiots!",1
43186,88138,,12-4-2020,"Dropping fuel prices during COVID-19, but should they be?

Fuel prices are again coming to attention due to the pandemic, and with 30% unemployment at risk perhaps we need a stimulus outside the norm. https://t.co/K8psnELfuz https://t.co/GD9p7NCsgv",0
43187,88139,,12-4-2020,"(1/2) So last night I went shopping @AlikayNaturals, @Sephora &amp; Curls #online! I bought (2) @AlikayNaturals Moisturizing Black Soap Shampoo, (2) @AlikayNaturals Green Tea Chai Face Scrub , (2) Curls Blueberry &amp; Mint Tea Scalp Treatment #LALockDown #CoronaVirus #SkinCare #HairCare",2
43188,88140,"Markhan, ON, Canada",12-4-2020,"@RJM8675309 @CPHO_Canada In China, people must use the similar App to scan a QR code before taking any public transit, shopping in mall or supermarket, entering any office building.  You can be traceable if they found a covid 19 cases.",2
43189,88141,"Markhan, ON, Canada",12-4-2020,"@jk_josephkiragu @Gachjnr @neocai @UNCTADKituyi @castillorocas In China, now every alduts must got their health code.  When they take public transit, or enter any supermarket, store, mall and buildings, they need to scan a QR code.  All your activities ar",2
43190,88142,,12-4-2020,"#Covid_19 #crisis: Consumer internet #startups brace for salary cuts, #layoffs

#EconomicCrisis 



https://t.co/RRfyaWqW4a",1
43191,88143,"Bowie, MD & Springfield, VA",12-4-2020,"New Product Alert - Vision Source Pure &amp; Clean Disinfectant. KILLS CORONAVIRUS. Product info: https://t.co/KNkANrdypk

To order: 301-324-9500 | 301-681-9797

Order online: 

https://t.co/Tkb4hFQpUv

#coronavirus #covid #covid19 #disinfectant #pgcounty #sanitizer #visualeyes https://t.co/ZDs8d1O3Je",3
43192,88144,,12-4-2020,"Your hands carry germs you can't see. Wash your hands frequently using hand sanitizer or soap!

#COVID_19 #coronavirus #wearecput #wearecputmedia",3
43193,88145,Australia,12-4-2020,Observation from a suburban supermarket #covid19australia #coronavirus #coronavirusau https://t.co/Ykia8vrl5V,2
43194,88146,,12-4-2020,#Coronavirus #poverty and panic buying forces millions to go without food https://t.co/cjPcwSH0FZ via @Welfare_Weekly,1
43195,88147,Mumbai,12-4-2020,Initially there was panic over 19 now there is fear over Surat migrant workers unrest spreading to Mumbai lockdown is severe lately even small shops small time fruits vendor is scared of selling on streets as they are not permitted Mumbaiker is facing food shortage,0
43196,88148,Cyprus,12-4-2020,"Let's talk covid-19 and its impact on online shopping behaviours. How are marketers responding and how can you give your business the edge in these challenging times?



#onlinemarketing #retail #economy #marketingstats #covid19 https://t.co/3Jk2n9gsPJ https://t.co/2sSj9zZFGX",3
43197,88149,Un rincón del mundo,12-4-2020,Kantars COVID-19 Barometer Examines Impact on Consumer Behavior https://t.co/DlSUFcdqRy https://t.co/4Ml5r2BrnM,2
43198,88150,"Frankston, Melbourne",12-4-2020,"My going to the supermarket #lewk - doing my bit to ensure #SocialDistancing 

#makeupnoob #jeffreestarcosmetics #facetattoos https://t.co/4Pr10NXMsU",3
43199,88151,stewing in my agonies,12-4-2020,"Covid-19, food, panic // Placed a grocery order for pickup for Wednesday afternoon because the idea of going into a store makes me Panic panic, despite running out of milk today ? only things I wasn't able to find were chicken (ended up getting chicken tenders) and paper towel",0
43200,88152,,12-4-2020,"What to Know Now About Masks and Coronavirus - Consumer Reports https://t.co/lCi2G10OVs 



 STATES COVID 19 NUMBERS KEEP RISING SHARPLYYYYYY

GEE

WONDERRRRR WHYYYY

AMERICANS MUST FOLLOW GLOBAL LEADERS WITH GREATEST SUCCESS WISDOM",4
43201,88153,,12-4-2020,Going to the supermarket now gets me on edge. Not because im nervous of #COVID__19 but because to much stupidity in one place makes me a very angry person,0
43202,88154,"Ottawa, ON Canada",12-4-2020,"Handling out of stock items has been a challenge for online stores but in todays COVID-19 pandemic it's a larger concern. There are multiple ways to look at what is best  is it best for #SEO or best for #UsersExperience? A happy medium? 



Read more: https://t.co/QC043ZbVY7",4
43203,88155,,12-4-2020,#Malta Minister for #Tourism and Consumer Protection Hon #JuliaFarrugia Portelli says the Malta Tourism Authority is preparing a #strategy for the tourism of tomorrow.  The SUNx Program will help to make this a #climatefriendlytohttps://t.co/IY2rj1BCJM https://t.co/yRReJPaNpw,3
43204,88156,,12-4-2020,"#Amazon was already powerful. The #coronavirus #pandemic cleared the way to dominance. 

The global health crisis has forced 250,000 US stores closed, clearing the way to Amazons dominance. https://t.co/QyWEhiVAVI",1
43205,88157,argentina,12-4-2020,Important tips for safe online shopping post COVID-19 - Malwarebytes Labs | Malwarebytes Labs https://t.co/vS2vdP85z1,3
43206,88158,Iruñea / Pamplona,12-4-2020,"Consumer Reports tested Facebook Ads' claim they would reject ads spreading COVID-19 misinformation. https://t.co/NAFM8K3cNy a través de @SusanEDub, @sejournal #facebookads",0
43207,88159,,12-4-2020,This quarantine got me holding a raw chicken at the grocery store thinking i got a handful of ass...??#QuarantineFlow #SocialDistancing,1
43208,88160,,12-4-2020,"@Miss_Flatt78 @HobbyLobby @michael Those of us who work for those companies would prefer to stay safe then be in the store getting sick. i tested positive for covid-19 after being forced to deal with sick customers!

Online shopping is a thing!",1
43209,88161,"near Philadelphia, PA, USA",12-4-2020,"There's your answer, fishbulb. #toiletpaper #shortage #quarantine #coronavirus



https://t.co/1XU082eIih",2
43210,88162,,12-4-2020,#PMspeaks he should find some way to get the basic neccesities other than food such as #biscuits #choclates #medicine etc into full stock #PMlive #COVID__19 #SundayMorning,2
43211,88163,Toronto,12-4-2020,Planning for the Post-COVID-19 Retail World | BDO Canada https://t.co/11NPHu3gbU,2
43212,88164,"Sheffield, England",12-4-2020,"@piersmorgan @MattHancock BUT no one can possibly say where they contracted it.  I work in the hospital but if i get covid 19 it does not mean that is where i got it!Surely you can understand that.  I could have picked it in the supermarket, petrol statio",3
43213,88165,Malaysia,12-4-2020,AirAsia boss hopes customers accept credit instead of refund https://t.co/FgrShIg2qL https://t.co/TQZMNxLWwI,4
43214,88166,,12-4-2020,Expecting a stimulus check? You might want to shield it from payday lenders - Chicago Sun-Times https://t.co/8ln7WhphEA,3
43215,88167,"San Antonio, TX",12-4-2020,also I think grocery stores would benefit from temporarily banning in-store shopping and move to all online to curbside and delivery. all these baggers and cashiers can become curbside shoppers and limit themselves and other customers from being exposed to covid-19.,3
43216,88168,south carolina,12-4-2020,Who is raising money for the grocery store clerks. #Covid_19 #ResurrectionSunday #StayAtHome #EssentialWorkers,2
43217,88169,Poland,12-4-2020,OPEC+ deal wont save Covid-19 crashed oil prices - Asia Times https://t.co/ikuRdhwb7x,4
43218,88170,Arizona,12-4-2020,"There's us: washing our hands,  using hand sanitizer, and wearing masks.

Then there's the crackhead outside of the pizza place: picking up every cigarette butt she can find on the filthy ground &amp; sticking them in her mouth. ? #drugsarebadmkay

#quarantine #covid19 #coronavirus",3
43219,88171,Bangalore,12-4-2020,#TPE: Indian-American 7-Eleven? store owner was arrested after 4 boys were burned by sanitizer? she sold #NewJersey #Sanitizers #Coronavirus #CoronavirusPandemic #CoronavirusOutbreak #COVID #COVID19 #COVID2019 #COVID?19 #Covid_19 https://t.co/FpscEbgD0i,1
43220,88172,"Phoenix, AZ ?",12-4-2020,Simulation Shows How a Cough Can Linger in a Supermarket for 'Several Minutes' | https://t.co/yPZU49tyZ6 https://t.co/ZTUkYh3dWv via @Newsmax #COVID19 #Coronavirus,2
43221,88173,,12-4-2020,Walked into @woolworths supermarket this morning and saw bullet proof looking screens at the registers. Please tell me these will be removed after this COVID-19 bullshit?,1
43222,88174,"Hatfield, UK",12-4-2020,"@berndsankara Hi. We're working closely with suppliers, so we can get as much food into as many homes as possible. However, we're experiencing high demand currently and we apologise if you did not receive the exact items you ordered. For more info, please",3
43223,88175,Japan and France,12-4-2020,"With #online_retail_sales estimated to reach an eye-watering $ #6_trillion+ by 2023, the ecommerce sector was #already_booming. But, as Visual Capitalist's Katie Jones details below, since the outbreak, online shopping been catapulted into  overdrive!

https://t.co/CFKoukzSeh https://t.co/ZiKUynfOVw",2
43224,88176,,12-4-2020,#SocialDistancing #COVID19 #coronavirus #WWG1WGAWORLDWIDE   They can do this but they can't keep the hand sanitizer stocked. WTH. Hand sanitizer makes more sense. Rules and shortages feels like communism. https://t.co/cNNNeYSpx1,4
43225,88177,,12-4-2020,US CPI falling -0.01% to 2.1% on Friday. Lower demand from Covid-19 crisis should continue bringing prices lower. In the EU equivalent CPI at 1.4% with Italy and other members on the verge of deflation. ECB has yet to lower rates in response to crisis while Fed has cut 200bps.,0
43226,88178,"Stockholm, Sweden",12-4-2020,"OPEC+ deal wont save Covid-19 crashed oil prices 

https://t.co/8GckIrfkEO #svpol #pldebatt",4
43227,88179,,12-4-2020,#OtagoHarbour. I am up early for Supermarket visit. #Lockdown #NZ I haven't left this harbour area for weeks. Shopping once a week is my big day out. Scrubbed &amp; ready for Covid-19 action. https://t.co/XRJ5vjzNtj,3
43228,88180,"Lagos, Nigeria",12-4-2020,"@AyoBankole Let them go demand food from the Ppl that shared 20k to 2.6m  faceless Nigerians in 3days. That money belongs to all of us. I have  Said it COVID-19 will expose all the lies, decit and wickedness of our leaders 4 yrs now. The wahala go star so",0
43229,88181,Australia,12-4-2020,Today I bought petrol (gas) for my car $1.04 a litre. I feel like I'm back in 1999 for petrol prices and in 2099 for virus disaster! #coronavirus #weirdworld #cheappetrolmelbourne,1
43230,88182,,12-4-2020,"Thank you @ShopRiteStores , for keeping your prices fair during the pandemic ?? Although it would have been nice if the @dunkindonuts K-cups had been on sale ? #pandemic #coronavirus",4
43231,88183,The World!,12-4-2020,"@Lukewearechange F official S*** diagnosis  F it! Stay home, sanatise your shoes, underwear and condoms,  dont touch doorknobs, elevator buttons or supermarket key pads at checkout! What ever............  F herd immunity... bienvenidos covid 19, next year",2
43232,88184,"Cape Town, South Africa",12-4-2020,Masks only work when you are frequently keeping your hands clean! Use soap or hand sanitizer! #KnowWhenToWearAMask #Covid_19 #coronavirus #WeAreCPUT #WeAreCPUTMedia,4
43233,88185,Bournemouth,12-4-2020,So the UK has had 3 weeks of social restrictions tomorrow. New cases of covid-19 arent dropping like I was expecting. Any thoughts why? Could it be that supermarket shopping is sufficient for it to keep being passed around? Is the incubation period longer that thought?,3
43234,88186,"Baltimore, MD",12-4-2020,"@Lawrence So POTUS and the GOP are going to increase the COVID-19 stimulus package checks for all Americans to $4,000, and have them issued monthly until a vaccine is created? Because, literally, that is the only way to open our consumer based economy",3
43235,88187,Mumbai,12-4-2020,"Post lockdown period, it's gonna be very interesting to observe how we all as a #Customer/#Consumer will behave and hence the impact it will have on few particular #sectors and #economy at large.



Following are my assumptions.

Feel free to share your thoughts. 

1/2

#COVID__19 https://t.co/67sSkPudLk",4
43236,88188,Mumbai,12-4-2020,"Post lockdown period, it's gonna be very interesting to observe how we all as a #Customer/#Consumer will behave and hence the impact it will have on few particular #sectors and #economy at large.



Following are my assumptions.

Feel free to share your thoughts. 

2/2

#COVID__19 https://t.co/IM5aNV2Xft",4
43237,88189,Florida ,12-4-2020,"Loathe Publix -  practically a monopoly in Florida



Managers acting like Nazi Youth



Yelling at customers ""ARROWS !""



AND they've RAISED prices during this crisis



HAVE PROOF



They do not listen or care



#Publix #coronavirus #CoronaVirusUpdate #CoronavirusPandemic #April2020 https://t.co/FEyZdT889e",0
43238,88190,,12-4-2020,@RepKenBuck @RepAndyBiggsAZ When you have the balls to bag groceries in a supermarket or work in a nursing home exposing yourself to covid 19 then you can talk. Every American needs to be tested before working again otherwise you are promoting MURDER.  GO,0
43239,88191,USA,12-4-2020,"#BTC #RCD The effects of the COVID-19 economic shutdown continue to be felt, but for consumers, its not all bad. Consumer prices fell by the most since 2015, droppi...Read more: https://t.co/Hpgkgf54hP",3
43240,88192,United States,12-4-2020,"The COVID-19 changed a lot of things, triggering a huge overnight peak in online shopping. Why not start a new online store stocked with products ready to ship to customers in need. From medical equipment, to groceries and essential household items https://t.co/dDFHbOWK8Z https://t.co/5tFTfFbqxc",3
43241,88193,United States,12-4-2020,Understanding the COVID-19 Effect on Online Shopping https://t.co/6MtdTvfGH7,2
43242,88194,Dystopian Nightmare,12-4-2020,"@WSJ ""Widespread shortages of hand sanitizer, disinfectants &amp; other products needed to combat the spread of the #coronavirus are being exacerbated by the Trump admin's tariffs on Chinese imports, according to public filings by companies asking for exe",3
43243,88195,Cyber Space,12-4-2020,"@chefjoseandres thank you for feeding the 1st responders, but please also do something for the delivery people, grocery store workers and the lower income people risking their lives too. #Covid_19 #coronavirus #givingback",1
43244,88196,Kolkata/Delhi,13-4-2020,It may take 9 months for the economy to recover from the 19 shock says Bank Chairman Deepak Parekh He warns prices may fall by at least 20 leaving many companies bankrupt Banks too may be on a tighter leash post the,0
43245,88197,Kenya ,13-4-2020,So Brookside buys 1litre of milk from farmers at about 35 removes fat to make ghee butter and gives you back water of 1litre Same happens for maize and wheat Kenyans so long as your leaders are in business with us we will always get conned,2
43246,88198,Hou,13-4-2020,To health workers To security officers To artists To teachers To scientists To grocery store workers To food producers To volunteers To parents To YOU Thank you for doing your best to help fighting Together we will defeat the  ,4
43247,88199,"Copperbelt, Zambia",13-4-2020,"Mopani Copper Mines has declared a Force Majeura citing the effects of Covid 19 and the drop of copper prices which declaration was rejected by the Zambian government and sternly warned Mopani that they will face the full force of the law should they go ahead.



Source: ZWD",0
43248,88200,Pakistan,13-4-2020,Is a regular bar of soap as good as hand sanitizer Professor explains what s best to kill the,4
43249,88201,"London, England",13-4-2020,Measures to slow spread of have destroyed demand driven down straining budgets of oil producers and hammering the industry which is more vulnerable to low prices due to its higher costs,0
43250,88202,"Bengaluru, India",13-4-2020,There was food shortage in 1964 during Indo Pak war PM Shastri ji gave a call to skip a meal on Monday night amp donate to nation When we skip a meal amp donate we connect to the cause Join us Let s tonight,1
43251,88203,REWA,13-4-2020,"Asian equity markets began the new trading week on a negative note as investors brace for the onset of the corporate earnings season and the uncertainty surrounding the Covid-19 impact on the same.

Oil prices have risen af... #INDEX #NIFTY #FrontPage",0
43252,88204,,13-4-2020,Essential workers like farmworkers first responders health care workers and grocery store workers deserve hazard pay from their government or their company for their service during the pandemic,4
43253,88205,"New York, NY",13-4-2020,"This is the sharpest decline in consumer spending that we have ever seen, said Luke Tilley, chief economist at Wilmington Trust. #Coronavirus  #Economy #Americans #GetWoke #GetSubscribed https://t.co/UM3WjikLxx    #CODVID19 https://t.co/U1aYlzHHya",3
43254,88206,"PA 04, 24 & 147th",13-4-2020,Grocery store workers are dying Transit workers are dying Doctors and nursing are dying Postal workers are dying 2 000 Americans are dying a day from What is wrong with this picture,1
43255,88207,Brasil,13-4-2020,Good morning on We hope you re enjoying your weekend There are many ways you can help us survive through this difficult time Some like online shopping won t cost you a penny extra Here s how  ,4
43256,88208,Everywhere + Nigeria + Globe,13-4-2020,Saudi Arabia s oil revenue could decline 38 67 billion as oil prices plummet while the slashes demand,1
43257,88209,,13-4-2020,Is it safe to bring a reusable bag to the grocery store Should we be using single use paper towels instead of wash cloths How should we clean produce from the supermarket We spoke to experts about how to live safely and sustainably during COVID 19,4
43258,88210,,13-4-2020,Coronavirus lingers in air longer than previously thought scientists claim,2
43259,88211,"Florida, USA",13-4-2020,Bernie s Emergency Health Care Guarantee Act would Require Medicare to pay all medical bills for the uninsured amp under insured until a COVID 19 vaccine is available Ban surprise billing  drug prices Cost 150 billion for 4 months 400 billion for 1yr Save lives,3
43260,88212,"Las Vegas, NV",13-4-2020,Good Morning Valley amp Beyond I found arroyo crossing 1st time I have seen hand sanitizer since in stock here in,4
